"國別地區","movie_name","上映日期","tickets","money","year","month"
"法國","親密",2023-01-08,11,1260,2023,5
"美國","朝聖之路：聖雅各",2022-12-23,133,7315,2023,5
"香港","過時·過節",2022-12-22,5,1340,2023,5
"中華民國","一起一起",2022-12-16,87,23760,2023,5
"美國","阿凡達：水之道",2022-12-14,998,92871,2023,5
"日本","劇場版 歌之☆王子殿下♪ 真愛ST☆RISH TOURS",2022-11-18,100,22000,2023,5
"法國","正發生",2022-09-30,21,4950,2023,5
"美國","最後的冰川",2022-07-02,3,270,2023,5
"法國","藍色是最溫暖的顏色",2022-05-27,1,180,2023,5
"香港","少年",2022-04-08,161,27560,2023,5
"日本","青春電幻物語：數位修復版",2021-04-01,8,1790,2023,5
"中華民國","當男人戀愛時",2021-04-01,188,41237,2023,5
"英國","俘虜",2020-12-15,19,4320,2023,5
"中華民國","現場·戰場·夢工場",2020-10-25,90,19800,2023,5
"美國","儀式(影展)",2016-12-16,160,27940,2023,5
"美國","盛開紫羅蘭：西蒙波娃與薇奧麗賴朵絲(影展)",2014-07-04,80,14000,2023,5
"日本","有頂天大飯店",2009-01-16,0,0,2023,5
"日本","魔幻時刻",2008-12-31,1,220,2023,5
"韓國","原罪犯",2018-05-11,163,37292,2023,5
"英國","末代皇帝（數位修復版）",1988-04-23,11,2610,2023,5
"中華民國","油麻菜籽",1984-01-01,198,43722,2023,5
"美國","非關男孩",2023-05-19,100,21865,2023,5
"義大利","收陰機",2023-05-19,3236,792605,2023,5
"法國","摘星甜點王",2023-05-19,913,209730,2023,5
"加拿大","烈火焚身",2023-05-19,1380,313482,2023,5
"法國","我的2年妓女生涯",2023-05-19,1202,278692,2023,5
"中華民國","消失的紫斑蝶",2023-05-19,3154,701718,2023,5
"中華民國","擒慾女王",2023-05-19,618,98505,2023,5
"美國","玩命關頭 X",2023-05-17,384824,102914282,2023,5
"日本","湯道",2023-05-12,577,129326,2023,5
"美國","正宗巨齒鯊",2023-05-12,6496,1527363,2023,5
"日本","金之國水之國",2023-05-12,778,185481,2023,5
"泰國","Anne的多重恐懼",2023-05-12,12,2680,2023,5
"中國大陸","龍馬精神",2023-05-12,317,71407,2023,5
"泰國","邪厄",2023-05-12,11793,2960673,2023,5
"韓國","開心鬼上身",2023-05-12,13,2630,2023,5
"日本","我的幸福婚約",2023-05-12,1052,265946,2023,5
"韓國","陰影下的她",2023-05-12,152,35193,2023,5
"捷克","神鬼聖戰",2023-05-12,267,60441,2023,5
"土耳其","炎日",2023-05-12,107,22190,2023,5
"法國","揮灑心篇章",2023-05-05,33,6475,2023,5
"伊朗","萊拉兄弟",2023-05-05,4,720,2023,5
"法國","燃燒的玫瑰",2023-05-05,125,28255,2023,5
"美國","上流謀殺案",2023-05-05,26,5970,2023,5
"印尼","鬼噤聲",2023-05-05,208,50702,2023,5
"日本","指尖上綻放的愛",2023-05-05,11,2520,2023,5
"美國","追殺代理人",2023-05-05,31,6990,2023,5
"美國","星際異攻隊3",2023-05-03,50985,12830486,2023,5
"韓國","魯蛇大翻身",2023-04-28,85,19425,2023,5
"美國","限時追捕",2023-04-28,6,1400,2023,5
"美國","梵蒂岡驅魔士",2023-04-28,760,186387,2023,5
"日本","扶桑花女孩之舞",2023-04-28,3,730,2023,5
"巴基斯坦","愛情美樂地",2023-04-28,22,4700,2023,5
"中華民國","麻罪犯",2023-04-28,200,32000,2023,5
"中華民國","速命道",2023-04-27,2136,513712,2023,5
"日本","心之谷",2023-04-25,3,550,2023,5
"日本","王立宇宙軍～歐尼亞米斯之翼～：4K數位修復版",2023-04-23,565,164022,2023,5
"日本","愛是自私",2023-04-21,24,5160,2023,5
"美國","愛瑪（音樂劇）",2023-04-21,16,9240,2023,5
"法國","玫瑰母親",NA,45,8580,2023,5
"中華民國","不能流淚的悲傷",2023-04-21,22,4915,2023,5
"美國","寶可噩夢",2023-04-21,54,14195,2023,5
"日本","月之圓缺",2023-04-21,14,3220,2023,5
"日本","Fishmans",2023-04-21,10,2400,2023,5
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,262,66973,2023,5
"英國","絕地營救",2023-04-21,897,221292,2023,5
"日本","電影刀劍亂舞-黎明-",2023-04-21,5,1180,2023,5
"美國","鬼玩人：復活",2023-04-20,587,143095,2023,5
"日本","離不開你的依賴",2023-04-19,5,760,2023,5
"香港","窄路微塵",2023-04-18,25,5550,2023,5
"美國","《樂隊舞台》——男孩們回來了（音樂劇）",2023-04-18,39,25640,2023,5
"香港","燈火闌珊",2023-04-14,28,5725,2023,5
"美國","吸血鬼特助：雷菲爾",2023-04-14,3,760,2023,5
"中華民國","疫起",2023-04-14,971,192594,2023,5
"美國","超級瑪利歐兄弟電影版",2023-04-05,22314,5522081,2023,5
"美國","AIR",2023-04-05,139,7645,2023,5
"日本","美麗的他電影版",2023-04-01,428,134510,2023,5
"日本","魔女宅急便(日語版)",2023-03-31,118,27195,2023,5
"日本","鏡之孤城",2023-03-31,658,165885,2023,5
"香港","白日青春",2023-03-31,19,4065,2023,5
"愛爾蘭","夏日悄悄話",2023-03-31,10,2115,2023,5
"中華民國","做工的人電影版",2023-03-31,546,112971,2023,5
"美國","龍與地下城：盜賊榮耀",2023-03-29,1513,319446,2023,5
"加拿大","長春事件",2023-03-26,74,15540,2023,5
"法國","追兇12夜",2023-03-25,3,510,2023,5
"中華民國","守護黑面琵鷺",2023-03-24,593,120265,2023,5
"日本","名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜",2023-03-24,124,29855,2023,5
"香港","毒舌大狀",2023-03-24,39,8095,2023,5
"美國","捍衛任務4",2023-03-22,1573,399513,2023,5
"香港","流水落花",2023-03-17,41,7795,2023,5
"美國","致蕾絲莉",2023-03-17,1,210,2023,5
"美國","熊蓋毒",2023-03-17,466,46990,2023,5
"美國","沙贊！眾神之怒",2023-03-16,360,23209,2023,5
"中華民國","九槍",2023-03-14,348,85120,2023,5
"美國","驚聲尖叫 6",2023-03-10,99,6815,2023,5
"香港","斷網",2023-03-08,78,9391,2023,5
"中華民國","本日公休",2023-03-03,206,11330,2023,5
"英國","小熊維尼：血與蜜",2023-03-03,47,2585,2023,5
"美國","金牌拳手III",2023-03-03,30,1650,2023,5
"日本","鈴芽之旅",2023-02-25,5333,1299646,2023,5
"馬來西亞","孩子， 你好嗎 ?  山頂小屋",2023-02-25,48,9600,2023,5
"美國","TÁR 塔爾",2023-02-25,82,7610,2023,5
"美國","法貝爾曼",2023-02-24,10,1160,2023,5
"香港","風再起時",2023-02-21,23,2850,2023,5
"美國","蟻人與黃蜂女 : 量子狂熱",2023-02-15,400,37105,2023,5
"美國","超難搞先生",2023-02-10,89,4895,2023,5
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,355,88287,2023,5
"英國","日麗",2023-02-10,12,2490,2023,5
"中華民國","山椒魚來了",2023-02-10,641,160240,2023,5
"日本","灌籃高手 THE FIRST SLAM DUNK",2022-12-31,4612,1046714,2023,5
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,73,18027,2023,5
"義大利","《聽見天堂》4K數位修復版",2023-01-13,28,2880,2023,5
"法國","親密",2023-01-08,36,4240,2023,5
"中華民國","無邊",2022-10-17,97,19400,2023,5
"日本","邪惡的孩子",2022-12-30,4,1105,2023,5
"日本","心情直播不NG",2022-12-28,0,0,2023,5
"美國","朝聖之路：聖雅各",2022-12-23,148,8140,2023,5
"香港","過時·過節",2022-12-22,5,1190,2023,5
"美國","海底世界(國語版)",2022-12-18,0,0,2023,5
"中華民國","一起一起",2022-12-16,69,15400,2023,5
"美國","超級救援狗",2022-07-10,0,0,2023,5
"法國","親愛的童伴",2022-05-13,20,3845,2023,5
"美國","媽的多重宇宙",2022-04-22,23,6070,2023,5
"中華民國","當男人戀愛時",2021-04-01,186,41065,2023,5
"英國","俘虜",2020-12-15,27,5480,2023,5
"法國","燃燒女子的畫像",2019-12-20,44,9865,2023,5
"日本","儀式(影展)",2016-12-16,79,14180,2023,5
"法國","盛開紫羅蘭：西蒙波娃與薇奧麗賴朵絲(影展)",2014-07-04,44,7220,2023,5
"日本","有頂天大飯店",2009-01-16,2,440,2023,5
"中華民國","悲情城市",1989-10-21,263,61955,2023,5
"英國","末代皇帝（數位修復版）",1988-04-23,13,3210,2023,5
"中華民國","油麻菜籽",1984-01-01,291,63380,2023,5
"中國大陸","龍馬精神",2023-05-12,1312,310077,2023,5
"美國","正宗巨齒鯊",2023-05-12,15320,3619374,2023,5
"日本","金之國水之國",2023-05-12,2037,486569,2023,5
"泰國","Anne的多重恐懼",2023-05-12,168,39560,2023,5
"泰國","邪厄",2023-05-12,21290,5344017,2023,5
"南韓","開心鬼上身",2023-05-12,123,26454,2023,5
"日本","湯道",2023-05-12,1608,365543,2023,5
"南韓","陰影下的她",2023-05-12,693,161481,2023,5
"日本","我的幸福婚約",2023-05-12,3139,765194,2023,5
"捷克","神鬼聖戰",2023-05-12,1239,283197,2023,5
"土耳其","炎日",2023-05-12,332,70335,2023,5
"法國","玫瑰母親",2023-05-12,172,36775,2023,5
"伊朗","萊拉兄弟",2023-05-05,58,12660,2023,5
"法國","揮灑心篇章",2023-05-05,156,33920,2023,5
"法國","燃燒的玫瑰",2023-05-05,252,52765,2023,5
"西班牙","神鬼第六感",2023-05-05,14,3120,2023,5
"美國","追殺代理人",2023-05-05,227,57906,2023,5
"美國","上流謀殺案",2023-05-05,114,27270,2023,5
"印尼","鬼噤聲",2023-05-05,805,194645,2023,5
"日本","指尖上綻放的愛",2023-05-05,119,27225,2023,5
"美國","星際異攻隊3",2023-05-03,92602,23708923,2023,5
"日本","扶桑花女孩之舞",2023-04-28,4,920,2023,5
"南韓","魯蛇大翻身",2023-04-28,84,19595,2023,5
"美國","限時追捕",2023-04-28,89,20097,2023,5
"巴基斯坦","愛情美樂地",2023-04-28,88,19050,2023,5
"美國","梵蒂岡驅魔士",2023-04-28,2860,699271,2023,5
"中華民國","麻罪犯",2023-04-28,143,22880,2023,5
"日本","這就是我",2023-04-28,1,220,2023,5
"加拿大","絕命控制",2023-04-28,50,10500,2023,5
"中華民國","速命道",2023-04-27,6314,1542888,2023,5
"日本","心之谷",2023-04-25,46,10705,2023,5
"日本","王立宇宙軍～歐尼亞米斯之翼～：4K數位修復版",2023-04-23,731,190408,2023,5
"日本","月之圓缺",2023-04-21,41,9530,2023,5
"美國","寶可噩夢",2023-04-21,107,27515,2023,5
"中華民國","不能流淚的悲傷",2023-04-21,97,23404,2023,5
"日本","愛是自私",2023-04-21,137,32350,2023,5
"日本","電影刀劍亂舞-黎明-",2023-04-21,17,4090,2023,5
"英國","絕地營救",2023-04-21,2349,575709,2023,5
"日本","Fishmans",2023-04-21,52,12650,2023,5
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,850,245194,2023,5
"美國","鬼玩人：復活",2023-04-20,1961,490796,2023,5
"日本","離不開你的依賴",2023-04-19,2,440,2023,5
"香港","窄路微塵",2023-04-18,77,17490,2023,5
"香港","燈火闌珊",2023-04-14,19,4020,2023,5
"美國","吸血鬼特助：雷菲爾",2023-04-14,25,6330,2023,5
"俄羅斯","柴可夫斯基的妻子",2023-04-14,6,1020,2023,5
"越南","涅槃咒",2023-04-14,50,12000,2023,5
"中華民國","疫起",2023-04-14,1057,256035,2023,5
"美國","過去那五年",2023-04-06,17,11160,2023,5
"美國","超級瑪利歐兄弟電影版",2023-04-05,33826,8450739,2023,5
"美國","AIR",2023-04-05,149,36200,2023,5
"日本","美麗的他電影版",2023-04-01,99,25282,2023,5
"日本","鏡之孤城",2023-03-31,926,233039,2023,5
"南韓","靈魂伴侶",2023-03-31,8,2010,2023,5
"香港","白日青春",2023-03-31,8,1910,2023,5
"中華民國","做工的人電影版",2023-03-31,1194,270310,2023,5
"愛爾蘭","夏日悄悄話",2023-03-31,42,9420,2023,5
"日本","魔女宅急便",2023-03-31,20,4830,2023,5
"美國","龍與地下城：盜賊榮耀",2023-03-29,2063,544403,2023,5
"法國","小淘氣尼古拉：快樂的源頭",2023-03-26,3,540,2023,5
"加拿大","長春事件",2023-03-26,36,7470,2023,5
"法國","追兇12夜",2023-03-25,63,12555,2023,5
"中華民國","守護黑面琵鷺",2023-03-24,363,80140,2023,5
"日本","名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜",2023-03-24,256,63182,2023,5
"香港","毒舌大狀",2023-03-24,27,6135,2023,5
"美國","捍衛任務4",2023-03-22,2670,694566,2023,5
"香港","流水落花",2023-03-17,16,2975,2023,5
"美國","熊蓋毒",2023-03-17,278,25855,2023,5
"美國","沙贊！眾神之怒",2023-03-16,52,6130,2023,5
"美國","驚聲尖叫 6",2023-03-10,205,16057,2023,5
"香港","斷網",2023-03-08,63,4950,2023,5
"美國","金牌拳手III",2023-03-03,162,14895,2023,5
"中華民國","本日公休",2023-03-03,152,8360,2023,5
"英國","小熊維尼：血與蜜",2023-03-03,78,4290,2023,5
"美國","TÁR 塔爾",2023-02-25,235,23115,2023,5
"日本","鈴芽之旅",2023-02-25,4674,1155467,2023,5
"美國","法貝爾曼",2023-02-24,37,4204,2023,5
"美國","人肉搜索2：失蹤搜救",2023-02-24,28,1540,2023,5
"香港","風再起時",2023-02-21,62,7450,2023,5
"美國","蟻人與黃蜂女 : 量子狂熱",2023-02-15,752,72908,2023,5
"中華民國","山椒魚來了",2023-02-10,581,133040,2023,5
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,687,169091,2023,5
"美國","超難搞先生",2023-02-10,114,6270,2023,5
"義大利","《聽見天堂》4K數位修復版",2023-01-13,35,3730,2023,5
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,86,22379,2023,5
"日本","灌籃高手 THE FIRST SLAM DUNK",2023-01-13,1732,400251,2023,5
"法國","親密",2023-01-08,20,2480,2023,5
"日本","心情直播不NG",2022-12-28,90,22440,2023,5
"美國","朝聖之路：聖雅各",2022-12-23,86,4730,2023,5
"香港","過時·過節",2022-12-22,11,2450,2023,5
"日本","蒲公英",2022-12-02,1,230,2023,5
"日本","劇場版 歌之☆王子殿下♪ 真愛ST☆RISH TOURS",2022-11-18,118,23600,2023,5
"日本","北齋：浮世繪傳奇",2022-08-26,110,25300,2023,5
"美國","回歸野性",2022-07-17,1,120,2023,5
"美國","深海獵奇",2022-07-09,0,0,2023,5
"美國","媽的多重宇宙",2022-04-22,78,18550,2023,5
"日本","花與愛麗絲：數位修復版",2022-01-28,5,950,2023,5
"英國","俘虜",2020-12-15,168,40140,2023,5
"日本","藍色恐懼：數位修復版",2020-07-17,83,19640,2023,5
"日本","坂本龍一：終章",2018-07-13,32,7715,2023,5
"美國","坂本龍一:async紐約現場",2018-07-13,31,7230,2023,5
"法國","不思議女人",2017-11-24,19,4470,2023,5
"英國","危險療程",2012-02-10,8,1780,2023,5
"中華民國","悲情城市",1989-10-21,56,12855,2023,5
"英國","末代皇帝",1988-04-23,100,26415,2023,5
"中華民國","油麻菜籽",1984-01-01,983,208488,2023,5
"西班牙","神鬼第六感",2023-05-05,188,41010,2023,5
"美國","追殺代理人",2023-05-05,1314,308994,2023,5
"美國","上流謀殺案",2023-05-05,685,160925,2023,5
"印尼","鬼噤聲",2023-05-05,3634,876874,2023,5
"法國","燃燒的玫瑰",2023-05-05,518,105756,2023,5
"伊朗","萊拉兄弟",2023-05-05,172,37985,2023,5
"法國","揮灑心篇章",2023-05-05,407,86755,2023,5
"日本","指尖上綻放的愛",2023-05-05,769,176242,2023,5
"美國","星際異攻隊3",2023-05-03,154066,41376608,2023,5
"美國","限時追捕",2023-04-28,915,206082,2023,5
"日本","扶桑花女孩之舞",2023-04-28,15,3160,2023,5
"南韓","魯蛇大翻身",2023-04-28,476,110151,2023,5
"中華民國","麻罪犯",2023-04-28,555,88750,2023,5
"加拿大","絕命控制",2023-04-28,25,5445,2023,5
"巴基斯坦","愛情美樂地",2023-04-28,169,36325,2023,5
"美國","梵蒂岡驅魔士",2023-04-28,7322,1800357,2023,5
"日本","這就是我",2023-04-28,45,9955,2023,5
"中華民國","速命道",2023-04-27,16082,3957588,2023,5
"日本","心之谷",2023-04-25,200,47399,2023,5
"日本","王立宇宙軍～歐尼亞米斯之翼～：4K數位修復版",2023-04-23,1925,494250,2023,5
"英國","傲慢與偏見",2023-04-22,106,72120,2023,5
"日本","月之圓缺",2023-04-21,322,75460,2023,5
"美國","愛瑪",2023-04-21,23,14960,2023,5
"日本","愛是自私",2023-04-21,244,56675,2023,5
"英國","烈火亞當",2023-04-21,10,2160,2023,5
"日本","電影刀劍亂舞-黎明-",2023-04-21,405,103270,2023,5
"英國","絕地營救",2023-04-21,5996,1438110,2023,5
"日本","Fishmans",2023-04-21,65,16450,2023,5
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,1150,292053,2023,5
"巴勒斯坦","地中海發燒友",2023-04-21,5,1400,2023,5
"美國","寶可噩夢",2023-04-21,290,74804,2023,5
"西班牙","屍智症",2023-04-21,3,680,2023,5
"中華民國","空巢",2023-04-21,117,24923,2023,5
"中華民國","不能流淚的悲傷",2023-04-21,511,124648,2023,5
"美國","鬼玩人：復活",2023-04-20,5057,1255064,2023,5
"日本","離不開你的依賴",2023-04-19,19,4600,2023,5
"香港","窄路微塵",2023-04-18,132,31330,2023,5
"美國","《樂隊舞台》——男孩們回來了",2023-04-18,10,6480,2023,5
"俄羅斯","柴可夫斯基的妻子",2023-04-14,17,4140,2023,5
"香港","燈火闌珊",2023-04-14,4,940,2023,5
"美國","吸血鬼特助：雷菲爾",2023-04-14,156,37453,2023,5
"日本","假面騎士劇場版 Battle Royale",2023-04-14,16,3920,2023,5
"中華民國","疫起",2023-04-14,2138,520030,2023,5
"美國","穆荷蘭大道 4K數位修復版",2023-04-14,6,1420,2023,5
"日本","百花",2023-04-07,3,800,2023,5
"法國","再一次勇敢跳躍",2023-04-07,14,2400,2023,5
"美國","過去那五年",2023-04-06,48,32240,2023,5
"美國","AIR",2023-04-05,305,84047,2023,5
"美國","超級瑪利歐兄弟電影版",2023-04-05,44702,11065790,2023,5
"法國","玫瑰母親",2023-04-02,174,38302,2023,5
"日本","美麗的他電影版",2023-04-01,173,46442,2023,5
"日本","鏡之孤城",2023-03-31,1424,354678,2023,5
"香港","白日青春",2023-03-31,5,1200,2023,5
"愛爾蘭","夏日悄悄話",2023-03-31,55,13465,2023,5
"中華民國","做工的人電影版",2023-03-31,2331,522241,2023,5
"日本","魔女宅急便",2023-03-31,53,12235,2023,5
"南韓","靈魂伴侶",2023-03-31,38,8795,2023,5
"美國","龍與地下城：盜賊榮耀",2023-03-29,4276,1102034,2023,5
"法國","小淘氣尼古拉：快樂的源頭",2023-03-26,12,2675,2023,5
"加拿大","長春事件",2023-03-26,94,20090,2023,5
"法國","追兇12夜",2023-03-25,176,34625,2023,5
"日本","名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜",2023-03-24,406,105817,2023,5
"中華民國","守護黑面琵鷺",2023-03-24,180,45000,2023,5
"香港","毒舌大狀",2023-03-24,19,4940,2023,5
"美國","捍衛任務4",2023-03-22,6131,1607658,2023,5
"美國","致蕾絲莉",2023-03-17,2,440,2023,5
"中華民國","九槍",2023-03-14,75,17250,2023,5
"美國","驚聲尖叫 6",2023-03-10,162,11575,2023,5
"香港","斷網",2023-03-08,147,10080,2023,5
"美國","金牌拳手III",2023-03-03,268,25765,2023,5
"英國","小熊維尼：血與蜜",2023-03-03,54,2970,2023,5
"義大利","配樂大師顏尼歐",2023-02-27,21,4330,2023,5
"日本","鈴芽之旅",2023-02-25,7198,1905740,2023,5
"馬來西亞","孩子， 你好嗎 ?  山頂小屋",2023-02-25,139,29190,2023,5
"馬來西亞","孩子， 你好嗎 ? 我的名字叫李心潔",2023-02-25,139,29190,2023,5
"美國","TÁR 塔爾",2023-02-25,433,49750,2023,5
"美國","法貝爾曼",2023-02-24,56,6624,2023,5
"美國","人肉搜索2：失蹤搜救",2023-02-24,82,4510,2023,5
"香港","風再起時",2023-02-21,59,7134,2023,5
"美國","蟻人與黃蜂女 : 量子狂熱",2023-02-15,817,69233,2023,5
"英國","日麗",2023-02-10,0,0,2023,5
"美國","超難搞先生",2023-02-10,245,19100,2023,5
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,1035,243260,2023,5
"中華民國","山椒魚來了",2023-02-10,725,151430,2023,5
"美國","我的鯨魚老爸",2023-02-03,2,540,2023,5
"中華民國","詐團圓",2023-01-20,132,29040,2023,5
"美國","巴比倫",2023-01-17,21,2510,2023,5
"日本","屁屁偵探 : 天才惡人屁屁亞蒂",2023-01-14,125,33750,2023,5
"日本","灌籃高手 THE FIRST SLAM DUNK",2023-01-13,1655,393758,2023,5
"義大利","《聽見天堂》4K數位修復版",2023-01-13,27,2970,2023,5
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,150,36731,2023,5
"印尼","鬼搖靈2：陰語陣陣",2022-12-23,0,0,2023,5
"香港","過時·過節",2022-12-22,2,470,2023,5
